Date,Actual,Pred
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,1
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,1
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,1
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,1
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,0
2017-07-25,0,1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,1
2017-07-26,1,1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,-1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,-1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,1
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-26,1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,-1
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,1
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,1
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,1
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-27,-1,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,1
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,1
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,1
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,1
2017-07-28,0,1
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,1
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-28,0,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,1
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,1
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,1
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,1
2017-07-31,-1,1
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,1
2017-07-31,-1,0
2017-07-31,-1,0
2017-07-31,-1,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,0
2017-08-01,0,1
2017-08-01,0,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-02,-1,1
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,0
2017-08-02,-1,1
2017-08-03,0,1
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,1
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,1
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,1
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-03,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-04,0,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,1
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,1
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,1
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,1
2017-08-07,1,1
2017-08-07,1,1
2017-08-07,1,1
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,1
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-07,1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,1
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-08,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,1
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,1
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,0
2017-08-09,-1,1
2017-08-09,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,1
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,1
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,1
2017-08-10,-1,0
2017-08-10,-1,0
2017-08-10,-1,1
2017-08-10,-1,1
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,1
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,1
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,0
2017-08-11,0,1
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,1
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,1
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,1
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,1
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,1
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-14,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,1
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-15,1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,1
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-16,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,-1
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,1
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,1
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,1
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-17,-1,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,1
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,1
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,1
2017-08-18,0,1
2017-08-18,0,0
2017-08-18,0,0
2017-08-18,0,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,1
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,1
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-21,-1,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,1
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-22,0,0
2017-08-23,1,0
2017-08-23,1,1
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,1
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,1
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,1
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,0
2017-08-23,1,1
2017-08-23,1,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,1
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,-1
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,1
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-24,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,1
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,0
2017-08-25,0,1
2017-08-25,0,0
2017-08-25,0,1
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,1
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,1
2017-08-28,0,1
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-28,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-29,0,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,1
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,1
2017-08-30,1,0
2017-08-30,1,0
2017-08-30,1,0
